18970
18970
18973
18973
18973
18974
18975
18975
18975
18976
18977
18977
18978
18978
18979
18980
18980
18980
18980
18980
18981
18981
18981
18981
18982
18985
18985
18986
18987
18987
18987
18988
18989
18989
18990
18990
18990
18990
18992
18992
18993
18993
18994
18995
18996
18997
18997
18998
18999
18999
18999
18999
19000
19000
19002
19002
19003
19003
19003
19004
19005
19005
19005
19006
19007
19007
19008
19008
19008
19008
19008
19008
19008
19010
19011
19011
19012
19013
19013
19014
19015
19016
19017
19018
19018
19019
19020
19020
19021
19021
19023
19024
19024
19024
19024
19025
19026
19028
19029
19029
19029
19029
19029
19030
19030
19031
19032
19032
19034
19035
19035
19035
19036
19036
19036
19036
19037
19037
19038
19038
19039
19039
19041
19041
19042
19043
19043
19045
19046
19047
19047
19047
19047
19047
19048
19049
19049
19049
19049
19050
19052
19052
19052
19053
19053
19055
19056
19056
19056
19056
19057
19058
19058
19059
19059
19061
19062
19063
19063
19063
19063
19063
19064
19064
19064
19064
19064
19065
19066
19066
19066
19066
19068
19068
19068
19069
19069
19070
19071
19071
19071
19072
19073
19073
19073
19073
19073
19074
19075
19075
19076
19076
19076
19077
19078
19079
19079
19079
19080
19080
19080
19080
19080
19080
19082
19082
19083
19083
19084
19084
19084
19086
19087
19088
19088
19088
19088
19089
19090
19091
19091
19093
19094
19094
19095
19095
19095
19095
19095
19096
19096
19097
19098
19099
19099
19099
19099
19099
19100
19101
19102
19102
19103
19103
19104
19104
19104
19105
19106
19107
19107
19108
19108
19109
19109
19109
19109
19110
19111
19111
19111
19111
19111
19111
19111
19113
19113
19113
19114
19114
19115
19115
19116
19116
19116
19116
19117
19118
19118
19118
19118
19119
19119
19119
19119
19120
19120
19120
19120
19120
19120
19121
19121
19122
19122
19122
19122
19122
19123
19123
19123
19124
19124
19124
19124
19124
19125
19125
19126
19126
19126
19127
19128
19128
19128
19129
19129
19129
19129
19130
19130
19131
19131
19132
19132
19133
19134
19134
19135
19135
19136
19136
19136
19136
19137
19137
19137
19137
19137
19138
19138
19139
19140
19141
19141
19141
19141
19141
19142
19142
19142
19142
19143
19143
19144
19145
19145
19146
19146
19147
19147
19148
19148
19148
19148
19149
19149
19150
19151
19151
19151
19151
19152
19152
19152
19153
19153
19154
19155
19155
19156
19157
19158
19158
19158
19158
19159
19159
19160
19160
19160
19160
19161
19162
19162
19163
19163
19164
19165
19166
19166
19166
19167
19168
19168
19168
19168
19169
19169
19169
19170
19170
19170
19171
19171
19171
19172
19172
19172
19173
19174
19174
19174
19174
19175
19175
19175
19176
19176
19176
19176
19176
19176
19177
19177
19177
19178
19178
19178
19178
19178
19178
19178
19179
19179
19179
19179
19179
19180
19180
19180
19180
19181
19181
19181
19182
19182
19183
19183
19184
19184
19184
19184
19184
19184
19185
19185
19185
19185
19186
19187
19187
19187
19187
19188
19188
19188
19189
19189
19189
19189
19189
19190
19190
19192
19193
19194
19194
19195
19195
19195
19195
19195
19195
19196
19197
19197
19198
19198
19198
19199
19199
19199
19200
19200
19200
19201
19201
19201
19202
19202
19202
19202
19202
19203
19203
19203
19204
19204
19204
19204
19205
19205
19205
19205
19206
19206
19206
19206
19206
19207
19207
19207
19208
19208
19208
19208
19209
19210
19210
19210
19210
19211
19211
19211
19212
19212
19212
19212
19212
19213
19213
19214
19214
19215
19216
19216
19216
19216
19216
19216
19217
19217
19217
19217
19217
19217
19217
19217
19217
19218
19218
19219
19219
19219
19219
19220
19220
19221
19221
19221
19222
19223
19223
19223
19224
19225
19225
19225
19225
19225
19225
19226
19226
19227
19227
19227
19227
19228
19229
19229
19232
19232
19232
19233
19233
19233
19233
19233
19234
19234
19235
19235
19235
19235
19235
19235
19235
19236
19236
19236
19237
19237
19238
19238
19238
19239
19239
19239
19240
19241
19241
19241
19242
19242
19242
19242
19243
19244
19244
19244
19244
19245
19246
19246
19246
19247
19247
19247
19247
19248
19248
19248
19248
19249
19249
19249
19249
19249
19250
19250
19250
19250
19250
19250
19251
19251
19251
19252
19252
19252
19253
19253
19253
19254
19254
19254
19254
19254
19255
19255
19255
19256
19256
19256
19256
19256
19257
19257
19259
19259
19259
19259
19260
19260
19260
19260
19261
19261
19262
19262
19262
19262
19262
19262
19263
19263
19263
19263
19264
19264
19264
19264
19264
19265
19265
19265
19265
19266
19266
19266
19267
19268
19269
19269
19269
19269
19270
19270
19270
19271
19271
19272
19272
19272
19272
19272
19272
19273
19273
19273
19273
19273
19274
19274
19274
19274
19275
19275
19275
19275
19276
19276
19276
19276
19276
19277
19277
19278
19278
19278
19278
19279
19279
19280
19280
19280
19280
19281
19281
19281
19281
19282
19282
19283
19283
19284
19284
19284
19285
19285
19285
19286
19286
19286
19286
19286
19287
19287
19288
19288
19289
19289
19289
19291
19291
19292
19292
19292
19292
19293
19293
19294
19294
19294
19294
19294
19295
19295
19295
19295
19296
19296
19296
19296
19297
19297
19297
19297
19297
19297
19297
19297
19298
19298
19299
19299
19299
19300
19300
19300
19300
19300
19300
19301
19301
19301
19301
19301
19301
19301
19302
19302
19302
19302
19303
19303
19303
19303
19304
19305
19305
19305
19306
19306
19306
19306
19306
19308
19308
19308
19308
19309
19309
19309
19309
19309
19309
19309
19310
19310
19310
19310
19310
19311
19311
19311
19312
19312
19312
19312
19313
19313
19314
19314
19314
19315
19315
19315
19315
19316
19316
19316
19316
19316
19317
19317
19318
19318
19318
19318
19318
19319
19320
19320
19320
19321
19321
19322
19322
19322
19322
19323
19323
19323
19323
19323
19324
19324
19324
19324
19325
19325
19326
19326
19326
19326
19326
19326
19327
19327
19328
19328
19328
19328
19328
19328
19328
19329
19329
19329
19330
19330
19330
19330
19330
19331
19332
19332
19333
19333
19333
19333
19334
19334
19334
19335
19335
19335
19335
19336
19336
19336
19336
19337
19337
19337
19337
19337
19337
19337
19337
19338
19338
19338
19338
19338
19339
19339
19339
19339
19339
19339
19339
19340
19340
19340
19340
19340
19340
19340
19340
19341
19341
19341
19342
19342
19342
19342
19342
19342
19342
19343
19343
19343
19343
19344
19345
19345
19345
19346
19346
19346
19347
19347
19347
19347
19347
19348
19348
19348
19349
19349
19349
19349
19349
19350
19350
19350
19351
19352
19352
19352
19352
19353
19353
19353
19353
19354
19354
19354
19354
19354
19355
19355
19355
19355
19355
19355
19356
19356
19356
19356
19356
19357
19357
19357
19357
19357
19357
19358
19358
19358
19358
19358
19358
19358
19359
19360
19360
19360
19360
19360
19360
19361
19361
19361
19361
19361
19362
19362
19363
19363
19364
19364
19364
19364
19364
19365
19365
19365
19365
19365
19366
19366
19366
19366
19367
19367
19367
19367
19367
19368
19368
19368
19369
19369
19369
19369
19369
19369
19369
19369
19369
19370
19370
19371
19371
19371
19372
19372
19372
19372
19373
19373
19373
19373
19373
19374
19374
19374
19374
19375
19375
19376
19376
19377
19377
19377
19377
19378
19378
19378
19378
19378
19378
19378
19378
19379
19379
19380
19380
19380
19380
19380
19380
19381
19381
19381
19382
19382
19382
19383
19383
19383
19383
